0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
16.178059,4.184598,10.839646,86.38403,5.3331614,49.952953,36.016903,-0.00045087724,19.201832,69.4107,3.3418791,1.0116467,-0.0002141693,0.00038198044,0.00013352175,0.00090328755,45.75699,0.00786187,0.0010723373,0.015981318,0.0035361927,0.00016766992,-7.743472e-06,0.0012366073,-0.030151788,-0.018483538,0.012532786,29.181808,30.29454,72.22874,5.3229237,32.592857,67.68799,6.7484493,-0.0012218043,0.025191786,-0.0134494,-4.2707507e-05,0.41689688,30.137545,27.978798,4.8434353,8.796173,6.8088646,4.9093966,9.209503,1.3766031,29.37506,3.3735778,5.781265
16.19753,4.184598,10.868994,87.11176,5.461142,86.18294,50.77955,-0.00045084616,19.288225,73.43831,3.3413918,1.0116472,-0.00021416947,0.00038208306,0.00013352162,0.00090328814,57.125507,0.007861621,0.0010723379,0.015981486,0.003536207,0.00016766992,-7.743126e-06,0.0012366071,-0.030151717,-0.018520942,0.012531672,39.56966,33.04097,73.49979,5.3197527,32.77153,86.31266,7.045136,-0.0012218043,0.025190344,-0.013449352,-4.2707423e-05,0.41689688,35.55383,30.457203,4.845489,9.634607,6.852376,4.9094524,9.260223,1.7682153,42.798878,3.3736427,8.80901
16.208511,4.184598,10.9869585,88.08356,5.432373,113.47685,66.3099,-0.00045084668,19.246832,76.99699,3.3397355,1.0116473,-0.0002141684,0.00038208035,0.00013352337,0.0009032915,62.214268,0.007861528,0.001072339,0.015983915,0.0035362055,0.00016766992,-7.7427185e-06,0.0012366071,-0.030151675,-0.018522345,0.0125320675,43.271404,37.05003,73.93199,5.3601494,33.037014,102.50907,6.9062,-0.0012218043,0.025187183,-0.01344922,-4.2707336e-05,0.41689688,38.308407,32.73337,4.8468847,10.35509,6.92898,4.9093966,9.339391,1.8662337,55.90049,3.3738391,11.013234
16.402199,4.0,11.0,103.0,6.0,151.0,97.6667,-0.0004508533,20.0,100.0,1.0,1.0,-0.00021416837,0.00038207351,0.00013352341,0.00090329174,71.0,0.007861622,0.0010723392,0.01598491,0.0035362109,0.00016766992,-7.742205e-06,0.0012366073,-0.030151675,-0.018515268,0.012534617,48.63939,41.572094,74.729164,5.370904,35.7222,96.3,6.8054996,-0.0012218043,0.025186783,-0.013451194,-4.2708874e-05,0.6,45.0,35.0,5.0,11.0,7.1,5.0,10.0,2.0,64.612526,3.4004781,13.5179205
16.367195,4.184598,11.243834,85.24721,5.3669825,138.93022,75.911606,-0.0004508467,16.406721,82.68106,3.3377125,1.0116518,-0.00021416573,0.00038209517,0.00013352303,0.00090328715,61.504517,0.007859861,0.0010723398,0.015982587,0.0035362123,0.00016766992,-7.7431405e-06,0.001236607,-0.030151898,-0.018519757,0.012535129,58.60855,45.813545,76.84779,5.39982,33.22998,108.53055,6.485893,-0.0012218043,0.025189364,-0.013449214,-4.270913e-05,0.41689688,30.769947,33.030933,4.8662205,11.106591,6.9908075,4.908591,9.457509,1.9736071,76.86591,3.4008255,15.93105
16.720196,4.1845927,11.500905,85.20655,5.3379827,133.83176,73.464806,-0.00045084796,16.007425,83.43852,3.3376517,1.0116518,-0.00021416495,0.0003820441,0.00013352315,0.0009032883,56.255203,0.007858144,0.0010723396,0.015984202,0.0035362109,0.00016766992,-7.741494e-06,0.0012366073,-0.030151837,-0.01850815,0.012532751,73.01015,50.45553,77.717636,5.4106636,33.050056,124.39293,6.3894258,-0.0012218043,0.025191773,-0.013449219,-4.2709737e-05,0.41689688,30.34817,32.864674,4.9077797,11.175285,7.0546722,4.908243,9.46386,1.9763567,89.040344,3.400835,18.563622
16.758736,4.1845727,11.981054,86.189064,5.3804994,136.804,68.08383,-0.00045084718,14.596217,83.17337,3.3364615,1.0116518,-0.00021416358,0.00038205614,0.00013352363,0.0009032882,54.893375,0.007860417,0.0010723395,0.015985249,0.0035362064,0.00016766992,-7.741492e-06,0.0012366071,-0.030151814,-0.018515563,0.012533523,85.08232,52.812153,78.558525,5.421728,32.958622,140.37639,6.4300966,-0.0012217957,0.025183853,-0.013449378,-4.2706004e-05,0.41689688,30.372053,31.04018,4.937029,11.192131,7.146516,4.9085627,9.52026,1.9781742,100.676414,3.4009242,21.747076
16.971062,4.18459,12.375918,99.0,5.360913,138.0,82.6667,-0.00045084368,11.0,100.0,3.3364532,1.0,-0.00021416612,0.00038204447,0.00013352351,0.00090328633,55.0,0.00785757,0.0010723394,0.015985887,0.0035362071,0.00016766992,-7.740291e-06,0.0012366071,-0.030151678,-0.018514192,0.01253765,152.0,89.0,61.0,5.441759,33.231834,147.12268,6.407721,-0.0012217929,0.025180684,-0.013449343,-4.27065e-05,0.41689688,30.491396,30.520012,4.9616027,11.463862,7.2233295,4.9080524,9.528621,1.9798105,121.0,3.4,23.096706
16.986124,4.1846232,12.442375,86.99549,5.2911787,138.31639,69.09411,-0.00045084368,10.486949,85.719574,3.331843,1.0116522,-0.00021416612,0.00038204255,0.00013352351,0.00090328633,43.376774,0.007857827,0.0010723394,0.015986187,0.0035362071,0.00016766992,-7.740301e-06,0.0012366071,-0.030151691,-0.018516308,0.012537496,101.38834,57.22489,79.53811,5.5053563,33.155037,148.75232,6.330663,-0.0012217929,0.025181204,-0.013449447,-4.2706473e-05,0.41689688,29.667004,28.902412,4.8798175,11.378892,7.083953,4.890918,9.514696,1.9838426,115.99333,3.4143624,23.967583
17.077423,4.184623,12.492202,87.24045,5.2417064,135.32419,70.0348,-0.00045084368,10.4571295,85.64033,3.3323064,1.0116522,-0.00021416614,0.00038204316,0.00013352351,0.00090328633,39.384235,0.007857629,0.0010723394,0.015986245,0.0035362071,0.00016766992,-7.740286e-06,0.0012366071,-0.030151688,-0.018516103,0.012537441,105.53288,58.643856,78.925674,5.5059943,32.982483,159.67879,7.41,-0.0012217929,0.025181502,-0.013449422,-4.2706884e-05,0.41689688,29.519096,27.631046,4.846691,11.26585,7.0515957,4.89034,9.501642,1.9866726,114.012085,3.4143631,25.159126
17.116318,4.184623,12.601243,87.343346,5.2341886,128.87303,69.379845,-0.00045084368,10.618017,85.318665,3.3322363,1.0116522,-0.00021416614,0.0003820437,0.00013352351,0.00090328633,35.61142,0.007857622,0.0010723394,0.015986176,0.0035362071,0.00016766992,-7.740282e-06,0.0012366071,-0.030151695,-0.018514218,0.012537717,106.98043,59.66513,78.590126,5.5068088,32.767506,168.06,6.337953,-0.0012217929,0.02518082,-0.013449448,-4.2707565e-05,0.41689688,29.178984,27.228983,4.8116693,11.193841,7.0213985,4.890934,9.482138,1.9898639,111.756485,3.4143693,26.113338
17.164736,4.184623,12.650864,100.0,5.2379055,122.347084,69.10184,-0.00045084368,10.0,100.0,3.3322914,1.0,-0.00021416614,0.00038204418,0.00013352351,0.00090328633,31.67498,0.007857659,0.0010723394,0.015986241,0.0035362071,0.00016766992,-7.740282e-06,0.0012366071,-0.030151693,-0.018514555,0.012537783,137.0,84.0,60.0,5.5090837,32.824455,169.14128,6.3329425,-0.0012217929,0.025180569,-0.013449418,-4.2707994e-05,0.4,28.926805,26.59875,4.783134,11.142389,7.024661,4.8892894,9.469974,1.9926548,111.50249,3.4148383,26.780132
17.18009,4.1846232,12.533606,86.453064,5.191097,123.513565,67.77034,-0.00045084368,10.943826,83.9369,3.332693,1.0116522,-0.00021416614,0.00038204514,0.00013352351,0.00090328633,33.01401,0.007857687,0.0010723394,0.015985986,0.0035362071,0.00016766992,-7.740261e-06,0.0012366071,-0.030151699,-0.018513054,0.012538023,110.552,60.598988,77.024574,5.5191054,32.840214,156.48584,6.2602816,-0.0012217929,0.025180465,-0.013449438,-4.2708438e-05,0.41689688,31.13858,26.628887,4.7716303,11.071654,6.8558035,4.889804,9.421177,1.9953821,107.275154,3.4148364,27.595985
17.194138,4.1846232,12.434728,85.96117,5.1693296,126.69279,65.7984,-0.00045084368,11.155263,82.66764,3.3326755,1.0116522,-0.00021416612,0.00038204528,0.00013352351,0.00090328633,32.433422,0.007857708,0.0010723394,0.015986009,0.0035362071,0.00016766992,-7.740256e-06,0.0012366071,-0.030151695,-0.018513096,0.012538102,112.90547,60.81287,76.3166,5.519364,32.857815,159.6191,6.3434615,-0.0012217929,0.025180466,-0.013449454,-4.270876e-05,0.41689688,31.10726,26.38868,4.7503295,10.987282,6.776428,4.889169,9.406077,1.9981592,104.66161,3.4148397,28.880388
17.179972,4.184623,12.240933,85.56369,5.135913,126.22118,64.60273,-0.00045084368,11.55445,81.42657,3.3328938,1.0116522,-0.00021416614,0.00038204546,0.00013352351,0.00090328633,32.242695,0.007857707,0.0010723394,0.01598597,0.0035362071,0.00016766992,-7.740238e-06,0.0012366071,-0.030151706,-0.018512724,0.012537974,114.01525,60.07829,75.82055,5.523235,32.91457,161.31972,6.4409604,-0.0012217929,0.025180707,-0.013449443,-4.2708765e-05,0.41689688,31.401173,26.208595,4.7365093,10.912221,6.6576843,4.889826,9.3666725,2.0008993,100.034584,3.4148397,30.24265
17.156605,4.1846232,12.035137,89.0,5.143706,125.36489,64.225395,-0.0004508436,10.0,100.0,3.3328774,1.0,-0.00021416612,0.0003820456,0.00013352351,0.00090328633,32.292862,0.007857546,0.0010723394,0.015985934,0.0035362071,0.00016766992,-7.7402265e-06,0.0012366071,-0.030151699,-0.018512512,0.012538018,137.0,85.0,57.0,5.526181,37.3889,99.3,6.490989,-0.0012217929,0.025181,-0.013449383,-4.2708754e-05,0.41689688,31.793182,25.811853,4.7246804,10.856315,6.605342,4.8884377,9.353936,2.003697,96.70313,3.4148405,31.22002
17.25901,4.1835237,11.614284,82.65864,5.1181917,124.90337,63.603676,-0.0004508436,10.194694,79.87575,3.3304799,1.0116537,-0.00021416612,0.00038204563,0.00013352351,0.00090328633,29.253885,0.007858575,0.0010723394,0.01598595,0.0035362071,0.00016766992,-7.740212e-06,0.0012366071,-0.030151686,-0.018514689,0.012537985,119.850395,58.747585,75.965576,5.5652556,32.58794,161.66362,6.3882427,-0.0012217929,0.025180656,-0.013449476,-4.2708754e-05,0.41689688,28.5442,24.872454,4.7208066,10.876151,6.4132996,4.878593,9.3377495,2.0060353,93.84482,3.4195447,31.809557
17.16086,4.1835237,11.385206,83.568245,5.150554,122.48662,64.33853,-0.00045084368,10.199809,79.807625,3.330495,1.0116537,-0.00021416612,0.00038204534,0.00013352351,0.00090328633,28.685892,0.007858615,0.0010723394,0.0159859,0.0035362071,0.00016766992,-7.740202e-06,0.0012366071,-0.030151682,-0.018514391,0.012537901,121.58881,57.558853,75.34344,5.564511,32.5379,161.99146,6.3851233,-0.0012217929,0.025180288,-0.0134494975,-4.270878e-05,0.41689688,26.626232,24.527222,4.7258167,10.821791,6.337014,4.8784456,9.334379,2.0067947,90.973816,3.4195437,32.76762
17.11261,4.1835246,11.353933,84.35768,5.151848,122.87727,65.21048,-0.00045084365,11.308523,79.85399,3.3309078,1.0116537,-0.00021416614,0.00038204543,0.00013352351,0.00090328633,29.304205,0.007858255,0.0010723394,0.015985884,0.0035362071,0.00016766992,-7.740193e-06,0.0012366071,-0.030151691,-0.01851443,0.012537969,122.600784,56.87799,74.93455,5.5673594,32.53356,160.99174,6.380381,-0.0012217929,0.025180377,-0.01344947,-4.2708754e-05,0.41689688,27.558146,24.54217,4.73469,10.8363695,6.339427,4.8786073,9.319083,2.007024,88.5822,3.4195447,33.82405
17.11006,4.1835237,11.339413,90.0,5.1612916,123.51545,65.73286,-0.00045084365,12.0,100.0,3.3309982,1.0,-0.00021416612,0.00038204537,0.00013352351,0.00090328633,30.450083,0.007858422,0.0010723394,0.015985861,0.0035362071,0.00016766992,-7.740186e-06,0.0012366071,-0.030151688,-0.018514486,0.012538021,106.0,70.0,50.0,5.569337,32.47472,158.90042,6.38777,-0.0012217929,0.0251804,-0.013449491,-4.2708743e-05,0.41689688,28.828539,24.515865,4.7414875,10.893353,6.3641224,4.8787007,9.318245,2.006812,87.48884,3.419676,34.428837
